filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
IMG_2039.JPG,6111295,"{}",4,0,"{""name"":""rect"",""x"":1887,""y"":244,""width"":1690,""height"":1087}","{"""":{"""":false},""candy_type"":""Baby_Ruth""}"
IMG_2039.JPG,6111295,"{}",4,1,"{""name"":""rect"",""x"":2755,""y"":1237,""width"":1029,""height"":1040}","{"""":{""hello"":false},""candy_type"":""3_Musketeers""}"
IMG_2039.JPG,6111295,"{}",4,2,"{""name"":""rect"",""x"":3759,""y"":1736,""width"":1029,""height"":1040}","{"""":{""hello"":false},""candy_type"":""Milky_Way""}"
IMG_2039.JPG,6111295,"{}",4,3,"{""name"":""rect"",""x"":1206,""y"":2007,""width"":1664,""height"":1596}","{"""":{""hello"":false},""candy_type"":""Butterfingers""}"
IMG_2041.JPG,5575409,"{}",4,0,"{""name"":""rect"",""x"":2054,""y"":1456,""width"":832,""height"":925}","{"""":{""hello"":false},""candy_type"":""Midnight_Milky_Way""}"
IMG_2041.JPG,5575409,"{}",4,1,"{""name"":""rect"",""x"":2922,""y"":1528,""width"":1045,""height"":842}","{"""":{""hello"":false},""candy_type"":""3_Musketeers""}"
IMG_2041.JPG,5575409,"{}",4,2,"{""name"":""rect"",""x"":2386,""y"":2662,""width"":1783,""height"":1055}","{"""":{""hello"":false},""candy_type"":""Butterfingers""}"
IMG_2041.JPG,5575409,"{}",4,3,"{""name"":""rect"",""x"":1331,""y"":42,""width"":1461,""height"":1788}","{"""":{""hello"":false},""candy_type"":""Baby_Ruth""}"
IMG_2042.JPG,6219500,"{}",4,0,"{""name"":""rect"",""x"":899,""y"":1185,""width"":1622,""height"":1944}","{"""":{""hello"":false},""candy_type"":""Butterfingers""}"
IMG_2042.JPG,6219500,"{}",4,1,"{""name"":""rect"",""x"":2417,""y"":2402,""width"":868,""height"":1035}","{"""":{""hello"":false},""candy_type"":""3_Musketeers""}"
IMG_2042.JPG,6219500,"{}",4,2,"{""name"":""rect"",""x"":1794,""y"":161,""width"":2059,""height"":1612}","{"""":{""hello"":false},""candy_type"":""Baby_Ruth""}"
IMG_2042.JPG,6219500,"{}",4,3,"{""name"":""rect"",""x"":3780,""y"":1913,""width"":1258,""height"":1009}","{"""":{""hello"":false},""candy_type"":""Midnight_Milky_Way""}"
IMG_2043.JPG,6154192,"{}",4,0,"{""name"":""rect"",""x"":1664,""y"":1102,""width"":1045,""height"":1133}","{"""":{""hello"":false},""candy_type"":""3_Musketeers""}"
