filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
IMG_1930.JPG,5990251,"{}",4,0,"{""name"":""rect"",""x"":1144,""y"":203,""width"":1357,""height"":1684}","{""candy_type"":""Crunch""}"
IMG_1930.JPG,5990251,"{}",4,1,"{""name"":""rect"",""x"":2724,""y"":359,""width"":1513,""height"":723}","{""candy_type"":""Butterfingers""}"
IMG_1930.JPG,5990251,"{}",4,2,"{""name"":""rect"",""x"":1310,""y"":1892,""width"":1736,""height"":1528}","{""candy_type"":""100_Grand""}"
IMG_1930.JPG,5990251,"{}",4,3,"{""name"":""rect"",""x"":3083,""y"":1591,""width"":1092,""height"":1539}","{""candy_type"":""Baby_Ruth""}"
IMG_1931.JPG,6405980,"{}",4,0,"{""name"":""rect"",""x"":629,""y"":894,""width"":1684,""height"":1331}","{""candy_type"":""Butterfingers""}"
IMG_1931.JPG,6405980,"{}",4,1,"{""name"":""rect"",""x"":1976,""y"":645,""width"":1648,""height"":1009}","{""candy_type"":""Baby_Ruth""}"
IMG_1931.JPG,6405980,"{}",4,2,"{""name"":""rect"",""x"":936,""y"":2261,""width"":1731,""height"":733}","{""candy_type"":""Crunch""}"
IMG_1931.JPG,6405980,"{}",4,3,"{""name"":""rect"",""x"":3260,""y"":1560,""width"":1159,""height"":1872}","{""candy_type"":""100_Grand""}"
IMG_1933.JPG,6530486,"{}",4,0,"{""name"":""rect"",""x"":1617,""y"":608,""width"":998,""height"":1648}","{""candy_type"":""Butterfingers""}"
IMG_1933.JPG,6530486,"{}",4,1,"{""name"":""rect"",""x"":2652,""y"":406,""width"":1560,""height"":1144}","{""candy_type"":""Baby_Ruth""}"
IMG_1933.JPG,6530486,"{}",4,2,"{""name"":""rect"",""x"":2922,""y"":1638,""width"":1591,""height"":1612}","{""candy_type"":""100_Grand""}"
IMG_1933.JPG,6530486,"{}",4,3,"{""name"":""rect"",""x"":899,""y"":2386,""width"":1882,""height"":1024}","{""candy_type"":""Crunch""}"
IMG_1934.JPG,6863891,"{}",4,0,"{""name"":""rect"",""x"":1726,""y"":322,""width"":1424,""height"":1601}","{""candy_type"":""Butterfingers""}"
IMG_1934.JPG,6863891,"{}",4,1,"{""name"":""rect"",""x"":3598,""y"":832,""width"":1237,""height"":1591}","{""candy_type"":""100_Grand""}"
IMG_1934.JPG,6863891,"{}",4,2,"{""name"":""rect"",""x"":2495,""y"":2225,""width"":1721,""height"":1263}","{""candy_type"":""Baby_Ruth""}"
IMG_1934.JPG,6863891,"{}",4,3,"{""name"":""rect"",""x"":743,""y"":1934,""width"":1664,""height"":957}","{""candy_type"":""Crunch""}"
IMG_1935.JPG,6211270,"{}",4,0,"{""name"":""rect"",""x"":1222,""y"":1653,""width"":1331,""height"":795}","{""candy_type"":""Baby_Ruth""}"
IMG_1935.JPG,6211270,"{}",4,1,"{""name"":""rect"",""x"":2885,""y"":1237,""width"":1320,""height"":1398}","{""candy_type"":""100_Grand""}"
IMG_1935.JPG,6211270,"{}",4,2,"{""name"":""rect"",""x"":1788,""y"":2178,""width"":1435,""height"":1336}","{""candy_type"":""Butterfingers""}"
IMG_1935.JPG,6211270,"{}",4,3,"{""name"":""rect"",""x"":1809,""y"":302,""width"":1372,""height"":1388}","{""candy_type"":""Crunch""}"
IMG_1936.JPG,6267232,"{}",4,0,"{""name"":""rect"",""x"":2054,""y"":1222,""width"":811,""height"":1398}","{""candy_type"":""Crunch""}"
