filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
IMG_2416.JPG,5698361,"{}",4,0,"{""name"":""rect"",""x"":1523,""y"":1497,""width"":894,""height"":988}","{"""":{""hello"":false},""candy_type"":""Milky_Way""}"
IMG_2416.JPG,5698361,"{}",4,1,"{""name"":""rect"",""x"":1586,""y"":2599,""width"":790,""height"":962}","{"""":{""hello"":false},""candy_type"":""Snickers""}"
IMG_2416.JPG,5698361,"{}",4,2,"{""name"":""rect"",""x"":2397,""y"":2735,""width"":1040,""height"":842}","{"""":{""hello"":false},""candy_type"":""Midnight_Milky_Way""}"
IMG_2416.JPG,5698361,"{}",4,3,"{""name"":""rect"",""x"":2527,""y"":104,""width"":832,""height"":2043}","{"""":{""hello"":false},""candy_type"":""Crunch""}"
IMG_2417.JPG,5208277,"{}",4,0,"{""name"":""rect"",""x"":1856,""y"":1362,""width"":1331,""height"":1061}","{"""":{""hello"":false},""candy_type"":""Midnight_Milky_Way""}"
IMG_2417.JPG,5208277,"{}",4,1,"{""name"":""rect"",""x"":1861,""y"":2683,""width"":1019,""height"":873}","{"""":{""hello"":false},""candy_type"":""Snickers""}"
IMG_2417.JPG,5208277,"{}",4,2,"{""name"":""rect"",""x"":2090,""y"":52,""width"":1346,""height"":1165}","{"""":{""hello"":false},""candy_type"":""Milky_Way""}"
IMG_2417.JPG,5208277,"{}",4,3,"{""name"":""rect"",""x"":3078,""y"":660,""width"":1263,""height"":2438}","{"""":{""hello"":false},""candy_type"":""Crunch""}"
IMG_2418.JPG,6122855,"{}",4,0,"{""name"":""rect"",""x"":567,""y"":1196,""width"":1263,""height"":1398}","{"""":{""hello"":false},""candy_type"":""3_Musketeers""}"
IMG_2418.JPG,6122855,"{}",4,1,"{""name"":""rect"",""x"":660,""y"":1835,""width"":2038,""height"":1944}","{"""":{""hello"":false},""candy_type"":""Twix""}"
IMG_2418.JPG,6122855,"{}",4,2,"{""name"":""rect"",""x"":1549,""y"":265,""width"":1107,""height"":1087}","{"""":{""hello"":false},""candy_type"":""Milky_Way""}"
IMG_2418.JPG,6122855,"{}",4,3,"{""name"":""rect"",""x"":3364,""y"":759,""width"":1118,""height"":2464}","{"""":{""hello"":false},""candy_type"":""Crunch""}"
IMG_2419.JPG,5723346,"{}",4,0,"{""name"":""rect"",""x"":858,""y"":1227,""width"":1508,""height"":1372}","{"""":{""hello"":false},""candy_type"":""Milky_Way""}"
IMG_2419.JPG,5723346,"{}",4,1,"{""name"":""rect"",""x"":1201,""y"":1705,""width"":2360,""height"":1716}","{"""":{""hello"":false},""candy_type"":""Crunch""}"
IMG_2419.JPG,5723346,"{}",4,2,"{""name"":""rect"",""x"":2152,""y"":140,""width"":1710,""height"":1716}","{"""":{""hello"":false},""candy_type"":""Twix""}"
IMG_2419.JPG,5723346,"{}",4,3,"{""name"":""rect"",""x"":3234,""y"":931,""width"":1419,""height"":1243}","{"""":{""hello"":false},""candy_type"":""3_Musketeers""}"
IMG_2420.JPG,5900006,"{}",4,0,"{""name"":""rect"",""x"":1284,""y"":853,""width"":1528,""height"":1341}","{"""":{""hello"":false},""candy_type"":""Twix""}"
IMG_2420.JPG,5900006,"{}",4,1,"{""name"":""rect"",""x"":1243,""y"":2563,""width"":1222,""height"":925}","{"""":{""hello"":false},""candy_type"":""3_Musketeers""}"
IMG_2420.JPG,5900006,"{}",4,2,"{""name"":""rect"",""x"":2937,""y"":125,""width"":1898,""height"":1830}","{"""":{""hello"":false},""candy_type"":""Crunch""}"
IMG_2420.JPG,5900006,"{}",4,3,"{""name"":""rect"",""x"":3530,""y"":2163,""width"":1201,""height"":1029}","{"""":{""hello"":false},""candy_type"":""Milky_Way""}"
IMG_2421.JPG,5594658,"{}",4,0,"{""name"":""rect"",""x"":697,""y"":177,""width"":1669,""height"":2469}","{"""":{""hello"":false},""candy_type"":""Crunch""}"
IMG_2421.JPG,5594658,"{}",4,1,"{""name"":""rect"",""x"":2532,""y"":156,""width"":1050,""height"":1591}","{"""":{""hello"":false},""candy_type"":""Twix""}"
